url,reason,opened_at,resolved_at
https://www.cabinezero15.com.br/cidades/aracoiaba-da-serra.html,HTTP 403,2026-09-12T03:35:50,2026-09-12T08:08:25
https://www.cabinezero15.com.br/cidades/barueri.html,HTTP 403,2026-09-12T03:35:50,2026-09-12T08:08:25
https://www.cabinezero15.com.br/cidades/boituva.html,HTTP 403,2026-09-12T03:35:50,2026-09-12T08:08:25
https://www.cabinezero15.com.br/cidades/cabreuva.html,HTTP 403,2026-09-12T03:35:50,2026-09-12T08:08:25
https://www.cabinezero15.com.br/cidades/cajamar.html,HTTP 403,2026-09-12T03:35:50,2026-09-12T08:08:25
https://www.cabinezero15.com.br/cidades/campinas.html,HTTP 403,2026-09-12T03:35:50,2026-09-12T08:08:25
https://www.cabinezero15.com.br/cidades/capela-do-alto.html,HTTP 403,2026-09-12T03:35:50,2026-09-12T08:08:25
https://www.cabinezero15.com.br/cidades/capivari.html,HTTP 403,2026-09-12T03:35:50,2026-09-12T08:08:25
https://www.cabinezero15.com.br/cidades/carapicuiba.html,HTTP 403,2026-09-12T03:35:50,2026-09-12T08:08:25
https://www.cabinezero15.com.br/cidades/cerquilho.html,HTTP 403,2026-09-12T03:35:50,2026-09-12T08:08:25
https://www.cabinezero15.com.br/cidades/cesario-lange.html,HTTP 403,2026-09-12T03:35:50,2026-09-12T08:08:25
https://www.cabinezero15.com.br/cidades/conchas.html,HTTP 403,2026-09-12T03:35:50,2026-09-12T08:08:25
https://www.cabinezero15.com.br/cidades/cotia.html,HTTP 403,2026-09-12T03:35:50,2026-09-12T08:08:25
https://www.cabinezero15.com.br/cidades/elias-fausto.html,HTTP 403,2026-09-12T03:35:50,2026-09-12T08:08:25
https://www.cabinezero15.com.br/cidades/embu-das-artes.html,HTTP 403,2026-09-12T03:35:50,2026-09-12T08:08:25
https://www.cabinezero15.com.br/cidades/hortolandia.html,HTTP 403,2026-09-12T03:35:50,2026-09-12T08:08:25
https://www.cabinezero15.com.br/cidades/ibiuna.html,HTTP 403,2026-09-12T03:35:50,2026-09-12T08:08:25
https://www.cabinezero15.com.br/cidades/indaiatuba.html,HTTP 403,2026-09-12T03:35:50,2026-09-12T08:08:25
https://www.cabinezero15.com.br/cidades/ipero.html,HTTP 403,2026-09-12T03:35:50,2026-09-12T08:08:25
https://www.cabinezero15.com.br/cidades/itapecerica-da-serra.html,HTTP 403,2026-09-12T03:35:50,2026-09-12T08:08:25
https://www.cabinezero15.com.br/cidades/itapetininga.html,HTTP 403,2026-09-12T03:35:50,2026-09-12T08:08:25
https://www.cabinezero15.com.br/cidades/itapevi.html,HTTP 403,2026-09-12T03:35:50,2026-09-12T08:08:25
https://www.cabinezero15.com.br/cidades/itu.html,HTTP 403,2026-09-12T03:35:50,2026-09-12T08:08:25
https://www.cabinezero15.com.br/cidades/itupeva.html,HTTP 403,2026-09-12T03:35:50,2026-09-12T08:08:25
https://www.cabinezero15.com.br/cidades/jandira.html,HTTP 403,2026-09-12T03:35:50,2026-09-12T08:08:25
https://www.cabinezero15.com.br/cidades/jumirim.html,HTTP 403,2026-09-12T03:35:50,2026-09-12T08:08:25
https://www.cabinezero15.com.br/cidades/jundiai.html,HTTP 403,2026-09-12T03:35:50,2026-09-12T08:08:25
https://www.cabinezero15.com.br/cidades/laranjal-paulista.html,HTTP 403,2026-09-12T03:35:50,2026-09-12T08:08:25
https://www.cabinezero15.com.br/cidades/louveira.html,HTTP 403,2026-09-12T03:35:50,2026-09-12T08:08:25
https://www.cabinezero15.com.br/cidades/mairinque.html,HTTP 403,2026-09-12T03:35:50,2026-09-12T08:08:25
https://www.cabinezero15.com.br/cidades/mombuca.html,HTTP 403,2026-09-12T03:35:50,2026-09-12T08:08:25
https://www.cabinezero15.com.br/cidades/monte-mor.html,HTTP 403,2026-09-12T03:35:50,2026-09-12T08:08:25
https://www.cabinezero15.com.br/cidades/osasco.html,HTTP 403,2026-09-12T03:35:50,2026-09-12T08:08:25
https://www.cabinezero15.com.br/cidades/pereiras.html,HTTP 403,2026-09-12T03:35:50,2026-09-12T08:08:25
https://www.cabinezero15.com.br/cidades/piedade.html,HTTP 403,2026-09-12T03:35:50,2026-09-12T08:08:25
https://www.cabinezero15.com.br/cidades/pilar-do-sul.html,HTTP 403,2026-09-12T03:35:50,2026-09-12T08:08:25
https://www.cabinezero15.com.br/cidades/pirapora-do-bom-jesus.html,HTTP 403,2026-09-12T03:35:50,2026-09-12T08:08:25
https://www.cabinezero15.com.br/cidades/porangaba.html,HTTP 403,2026-09-12T03:35:50,2026-09-12T08:08:25
https://www.cabinezero15.com.br/cidades/porto-feliz.html,HTTP 403,2026-09-12T03:35:50,2026-09-12T08:08:25
https://www.cabinezero15.com.br/cidades/quadra.html,HTTP 403,2026-09-12T03:35:50,2026-09-12T08:08:25
https://www.cabinezero15.com.br/cidades/rafard.html,HTTP 403,2026-09-12T03:35:50,2026-09-12T08:08:25
https://www.cabinezero15.com.br/cidades/rio-das-pedras.html,HTTP 403,2026-09-12T03:35:50,2026-09-12T08:08:25
https://www.cabinezero15.com.br/cidades/saltinho.html,HTTP 403,2026-09-12T03:35:50,2026-09-12T08:08:25
https://www.cabinezero15.com.br/cidades/salto-de-pirapora.html,HTTP 403,2026-09-12T03:35:50,2026-09-12T08:08:25
https://www.cabinezero15.com.br/cidades/salto.html,HTTP 403,2026-09-12T03:35:50,2026-09-12T08:08:25
https://www.cabinezero15.com.br/cidades/santana-de-parnaiba.html,HTTP 403,2026-09-12T03:35:50,2026-09-12T08:08:25
https://www.cabinezero15.com.br/cidades/sao-miguel-arcanjo.html,HTTP 403,2026-09-12T03:35:50,2026-09-12T08:08:25
https://www.cabinezero15.com.br/cidades/sao-paulo.html,HTTP 403,2026-09-12T03:35:50,2026-09-12T08:08:25
https://www.cabinezero15.com.br/cidades/sao-roque.html,HTTP 403,2026-09-12T03:35:50,2026-09-12T08:08:25
https://www.cabinezero15.com.br/cidades/sarapui.html,HTTP 403,2026-09-12T03:35:50,2026-09-12T08:08:25
https://www.cabinezero15.com.br/cidades/sorocaba.html,HTTP 403,2026-09-12T03:35:50,2026-09-12T08:08:25
https://www.cabinezero15.com.br/cidades/sumare.html,HTTP 403,2026-09-12T03:35:50,2026-09-12T08:08:25
https://www.cabinezero15.com.br/cidades/taboao-da-serra.html,HTTP 403,2026-09-12T03:35:50,2026-09-12T08:08:25
https://www.cabinezero15.com.br/cidades/tapirai.html,HTTP 403,2026-09-12T03:35:50,2026-09-12T08:08:25
https://www.cabinezero15.com.br/cidades/tatui.html,HTTP 403,2026-09-12T03:35:50,2026-09-12T08:08:25
https://www.cabinezero15.com.br/cidades/tiete.html,HTTP 403,2026-09-12T03:35:50,2026-09-12T08:08:25
https://www.cabinezero15.com.br/cidades/torre-de-pedra.html,HTTP 403,2026-09-12T03:35:50,2026-09-12T08:08:25
https://www.cabinezero15.com.br/cidades/valinhos.html,HTTP 403,2026-09-12T03:35:50,2026-09-12T08:08:25
